[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Loan createEmpty()>/new java.sql.Date/0	<com.coveros.training.library.domainobjects.Loan: java.sql.Date checkoutDate>	[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Loan createEmpty()>/new com.coveros.training.library.domainobjects.Loan/0
[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Book: com.coveros.training.library.domainobjects.Book createEmpty()>/new com.coveros.training.library.domainobjects.Book/0	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Book book>	[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Loan createEmpty()>/new com.coveros.training.library.domainobjects.Loan/0
[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Borrower: com.coveros.training.library.domainobjects.Borrower createEmpty()>/new com.coveros.training.library.domainobjects.Borrower/0	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Borrower borrower>	[<com.coveros.training.library.LibraryLendServlet: void <clinit>()>/new com.coveros.training.library.LibraryUtils/0]	<com.coveros.training.library.domainobjects.Loan: com.coveros.training.library.domainobjects.Loan createEmpty()>/new com.coveros.training.library.domainobjects.Loan/0
[<<immutable-context>>]	<com.coveros.training.authentication.domainobjects.PasswordResultEnums: void <clinit>()>/new com.coveros.training.authentication.domainobjects.PasswordResultEnums/0	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResultEnums status>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-context>>]	<com.coveros.training.authentication.domainobjects.PasswordResultEnums: void <clinit>()>/new com.coveros.training.authentication.domainobjects.PasswordResultEnums/1	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResultEnums status>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-context>>]	<com.coveros.training.authentication.domainobjects.PasswordResultEnums: void <clinit>()>/new com.coveros.training.authentication.domainobjects.PasswordResultEnums/2	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResultEnums status>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-context>>]	<com.coveros.training.authentication.domainobjects.PasswordResultEnums: void <clinit>()>/new com.coveros.training.authentication.domainobjects.PasswordResultEnums/3	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResultEnums status>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.RegistrationUtils: com.coveros.training.authentication.domainobjects.PasswordResult isPasswordGood(java.lang.String)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-context>>]	<com.coveros.training.authentication.domainobjects.PasswordResultEnums: void <clinit>()>/new com.coveros.training.authentication.domainobjects.PasswordResultEnums/4	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResultEnums status>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.RegistrationUtils: com.coveros.training.authentication.domainobjects.PasswordResult isPasswordGood(java.lang.String)>/new com.coveros.training.authentication.domainobjects.PasswordResult/1
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String timeToCrackOffline>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String timeToCrackOnline>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String message>	[<com.coveros.training.authentication.RegisterServlet: void <clinit>()>/new com.coveros.training.authentication.RegistrationUtils/0]	<com.coveros.training.authentication.domainobjects.PasswordResult: com.coveros.training.authentication.domainobjects.PasswordResult createDefault(com.coveros.training.authentication.domainobjects.PasswordResultEnums)>/new com.coveros.training.authentication.domainobjects.PasswordResult/0
[<<immutable-hcontext>>]	com.coveros.training.persistence.PersistenceLayer::MockObject	<com.coveros.training.tomcat.WebAppListener: com.coveros.training.persistence.IPersistenceLayer pl>	[<<immutable-hcontext>>]	com.coveros.training.tomcat.WebAppListener::MockObject
[<<immutable-context>>]	<com.coveros.training.tomcat.WebAppListener: void <init>()>/new com.coveros.training.persistence.PersistenceLayer/0	<com.coveros.training.tomcat.WebAppListener: com.coveros.training.persistence.IPersistenceLayer pl>	[<<immutable-hcontext>>]	com.coveros.training.tomcat.WebAppListener::MockObject
[<<immutable-hcontext>>]	com.coveros.training.persistence.EmptyDataSource::MockObject	<com.coveros.training.persistence.PersistenceLayer: javax.sql.DataSource dataSource>	[<<immutable-hcontext>>]	com.coveros.training.persistence.PersistenceLayer::MockObject
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.persistence.SqlData: java.lang.String description>	[<com.coveros.training.authentication.RegistrationUtils: void <init>()>/new com.coveros.training.persistence.PersistenceLayer/0]	<com.coveros.training.persistence.PersistenceLayer: void executeUpdateTemplate(java.lang.String,java.lang.String,java.lang.Object[])>/new com.coveros.training.persistence.SqlData/0
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.persistence.SqlData: java.lang.String description>	[<com.coveros.training.library.LibraryUtils: void <init>()>/new com.coveros.training.persistence.PersistenceLayer/0]	<com.coveros.training.persistence.PersistenceLayer: long executeInsertTemplate(java.lang.String,java.lang.String,java.lang.Object[])>/new com.coveros.training.persistence.SqlData/0
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.persistence.SqlData: java.lang.String description>	[<com.coveros.training.authentication.RegistrationUtils: void <init>()>/new com.coveros.training.persistence.PersistenceLayer/0]	<com.coveros.training.persistence.PersistenceLayer: long executeInsertTemplate(java.lang.String,java.lang.String,java.lang.Object[])>/new com.coveros.training.persistence.SqlData/0
[<<immutable-hcontext>>]	<<string-constant>>	<com.coveros.training.persistence.SqlData: java.lang.String description>	[<com.coveros.training.library.LibraryUtils: void <init>()>/new com.coveros.training.persistence.PersistenceLayer/0]	<com.coveros.training.persistence.PersistenceLayer: java.util.Optional searchBorrowerDataByName(java.lang.String)>/new com.coveros.training.persistence.SqlData/0
