<com.coveros.training.expenses.AlcoholCalculator: com.coveros.training.expenses.AlcoholResult calculate(com.coveros.training.expenses.DinnerPrices)>/@parameter0	<com.coveros.training.expenses.AlcoholCalculator: com.coveros.training.expenses.AlcoholResult calculate(com.coveros.training.expenses.DinnerPrices)>/dinnerPrices#_0
<com.coveros.training.library.domainobjects.Loan: void <init>(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,long,java.sql.Date)>/@parameter0	<com.coveros.training.library.domainobjects.Loan: void <init>(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,long,java.sql.Date)>/book#_0
<com.coveros.training.library.domainobjects.Loan: void <init>(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,long,java.sql.Date)>/@parameter1	<com.coveros.training.library.domainobjects.Loan: void <init>(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,long,java.sql.Date)>/borrower#_0
<com.coveros.training.library.domainobjects.Loan: boolean equals(java.lang.Object)>/@parameter0	<com.coveros.training.library.domainobjects.Loan: boolean equals(java.lang.Object)>/obj#_0
<com.coveros.training.library.domainobjects.Loan: boolean equals(java.lang.Object)>/@parameter0	<com.coveros.training.library.domainobjects.Loan: boolean equals(java.lang.Object)>/rhs#_55
<com.coveros.training.mathematics.TailRecursive: java.lang.Object lambda$tailie$0(java.util.function.BiFunction,java.util.function.UnaryOperator,java.util.function.Predicate,java.util.function.Function,java.lang.Object,java.lang.Object)>/@parameter4	<com.coveros.training.mathematics.TailRecursive: java.lang.Object lambda$tailie$0(java.util.function.BiFunction,java.util.function.UnaryOperator,java.util.function.Predicate,java.util.function.Function,java.lang.Object,java.lang.Object)>/input1#_0
<com.coveros.training.mathematics.TailRecursive: java.lang.Object lambda$tailie$0(java.util.function.BiFunction,java.util.function.UnaryOperator,java.util.function.Predicate,java.util.function.Function,java.lang.Object,java.lang.Object)>/@parameter5	<com.coveros.training.mathematics.TailRecursive: java.lang.Object lambda$tailie$0(java.util.function.BiFunction,java.util.function.UnaryOperator,java.util.function.Predicate,java.util.function.Function,java.lang.Object,java.lang.Object)>/input2#_0
<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/@parameter0	<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/status#_0
<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/@parameter2	<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/timeToCrackOffline#_0
<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/@parameter3	<com.coveros.training.authentication.domainobjects.PasswordResult: void <init>(com.coveros.training.authentication.domainobjects.PasswordResultEnums,java.lang.Double,java.lang.String,java.lang.String,java.lang.String)>/timeToCrackOnline#_0
