<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack2	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack1	0
<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack5	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack4	0
<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack8	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack7	0
<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack11	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack10	0
<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack14	<com.coveros.training.authentication.domainobjects.PasswordResult: java.lang.String toPrettyString()>/$stack13	0
<com.coveros.training.mathematics.TailRecursive$$: void <clinit>()>/$stack2	<com.coveros.training.mathematics.TailRecursive$$: void <clinit>()>/$stack1	0
<com.coveros.training.persistence.PersistenceLayer: long saveNewBorrower(java.lang.String)>/borrowerName#_0	<com.coveros.training.persistence.PersistenceLayer: long saveNewBorrower(java.lang.String)>/$stack2	0
<com.coveros.training.persistence.PersistenceLayer: long saveNewBorrower(java.lang.String)>/borrowerName#_0	<com.coveros.training.persistence.PersistenceLayer: long saveNewBorrower(java.lang.String)>/$stack3	0
<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/$stack9	<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/$stack4	0
<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/$stack12	<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/$stack4	1
<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/borrowDate#_0	<com.coveros.training.persistence.PersistenceLayer: long createLoan(com.coveros.training.library.domainobjects.Book,com.coveros.training.library.domainobjects.Borrower,java.sql.Date)>/$stack4	2
<com.coveros.training.persistence.PersistenceLayer: long saveNewBook(java.lang.String)>/bookTitle#_0	<com.coveros.training.persistence.PersistenceLayer: long saveNewBook(java.lang.String)>/$stack2	0
