[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/@parameter0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/args#_0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: void launch(java.lang.String[])>/@parameter0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: void launch(java.lang.String[],java.lang.String,java.lang.ClassLoader)>/@parameter0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: java.lang.Runnable createMainMethodRunner(java.lang.String,java.lang.String[],java.lang.ClassLoader)>/@parameter1
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: void launch(java.lang.String[])>/args#_0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: void launch(java.lang.String[],java.lang.String,java.lang.ClassLoader)>/args#_0
[<<immutable-hcontext>>]	<<main method array>>	[<<immutable-context>>, <org.springframework.boot.loader.JarLauncher: void main(java.lang.String[])>/new org.springframework.boot.loader.JarLauncher/0]	<org.springframework.boot.loader.Launcher: java.lang.Runnable createMainMethodRunner(java.lang.String,java.lang.String[],java.lang.ClassLoader)>/args#_0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.PropertyHelper: java.util.Properties getPropValues(java.lang.String)>/@parameter0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.OrderingInitializer: java.lang.String getApplicationPath()>/$stack0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.OrderingInitializer: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant3
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant4
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant5
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant6
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant7
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant8
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.PingController: org.springframework.http.ResponseEntity getStatus()>/$stringconstant9
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.PropertyHelper: java.util.Properties getPropValues(java.lang.String)>/propFileName#_0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.PropertyHelper: java.util.Properties getPropValues(java.lang.String)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.PropertyHelper: java.util.Properties getPropValues(java.lang.String)>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.PropertyHelper: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity createOrder(java.lang.String)>/applicationPath#_110
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity createOrder(java.lang.String)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity createOrder(java.lang.String)>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity createOrder(java.lang.String)>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity addEvent(java.lang.String,smpl.ordering.models.OrderEventInfo)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.AppInsightsFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.AppInsightsFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.AppInsightsFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.AppInsightsFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant3
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.OrderController: org.springframework.http.ResponseEntity updateStatus(java.lang.String,smpl.ordering.models.OrderUpdateInfo)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.AppInsightsFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant4
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant3
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant4
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant5
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant6
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.SimpleCORSFilter: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse,javax.servlet.FilterChain)>/$stringconstant7
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.archive.ExplodedArchive: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.archive.ExplodedArchive: void <clinit>()>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.archive.ExplodedArchive: void <clinit>()>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.jar.JarEntryData: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant2
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant3
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant4
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant5
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant6
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant7
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.data.RandomAccessData$ResourceAccess: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.models.OrderStatus: void <clinit>()>/$stringconstant8
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.data.RandomAccessData$ResourceAccess: void <clinit>()>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.JarLauncher: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.QuoteController: org.springframework.http.ResponseEntity createQuote(smpl.ordering.models.Quote)>/applicationPath#_133
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.QuoteController: org.springframework.http.ResponseEntity createQuote(smpl.ordering.models.Quote)>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.QuoteController: org.springframework.http.ResponseEntity createQuote(smpl.ordering.models.Quote)>/$stringconstant1
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<org.springframework.boot.loader.archive.JarFileArchive: void <clinit>()>/$stringconstant0
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.CatalogController: org.springframework.http.ResponseEntity addCatalogItem(smpl.ordering.models.CatalogItem)>/applicationPath#_109
[<<immutable-hcontext>>]	<<string-constant>>	[<<immutable-context>>, <<immutable-context>>]	<smpl.ordering.controllers.CatalogController: org.springframework.http.ResponseEntity addCatalogItem(smpl.ordering.models.CatalogItem)>/$stringconstant0
